Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,9.318073672866706
45,7.508183323582837
60,2.249120904523478
75,0.9089744960686488
90,1.733954942705078
105,1.1449421872757015
120,2.5507200909785364
135,1.3357717367349757
150,2.74097967806814
165,1.1090129048745405
180,2.644209450104229
195,3.0468046565127933
210,2.6962425568985213
225,2.9238225573522327
240,1.539682781305994
255,1.2704375595787023
270,2.7922771626137974
285,0.9060641447058774
300,2.723250862347931
315,1.293271962365203
330,4.359776371211068
345,2.967233922245011
360,1.2243716526301083
375,1.718415839665707
390,2.098063989987333
405,0.5041150762745032
420,1.24392870102756
435,1.973884177994898
450,0.8536564710795099
465,1.967780017088821
480,1.1430984214598638
495,0.7725209507704888
510,1.4038468197878942
525,1.633669568805041
540,1.141471671786223
555,1.3602068746989062
570,0.34506279182118943
585,1.666724728172976
