Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.2782607275090966
45,0.2121942544948605
60,1.8690425603154601
75,0.523633988845898
90,1.7659592361232013
105,1.9123008079613362
120,1.223817950012589
135,1.5253390020146103
150,2.5338273984227917
165,3.0073819364042245
180,1.473000144822442
195,1.7767914718233735
210,2.183910385799977
225,1.0287933062552173
240,0.6441801558188748
255,1.68884387531534
270,1.0243408249335466
285,2.140948291912477
300,1.6612347333275916
315,1.0399495249042474
330,0.7864118834204628
345,1.3639060782165133
360,2.1607556949102076
375,2.2746755404489005
390,0.6751591476771501
405,1.668874479727746
420,1.3207846364894273
435,1.179770456463956
450,1.7830582437160774
465,0.5844339472332593
480,0.0
495,0.7508327876373257
510,1.0593052248608505
525,0.9641982835187641
540,1.4104271181602404
555,0.8831376333078719
570,0.7642568367358327
585,0.11635088034821174
