Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,9.347625918893065
45,8.785041934633536
60,1.8758071433954937
75,2.4910229389127907
90,2.6771538402164095
105,1.697313224777225
120,2.777771720585166
135,2.957877270434944
150,1.2278388683358423
165,1.7364708503841964
180,1.348945918201577
195,3.5058243550929915
210,1.2230450059176567
225,0.8723655411515132
240,2.6779854771861316
255,1.5049668022906237
270,2.221592062154092
285,2.0764594018019524
300,2.252576999558981
315,2.80343945462075
330,1.590820306872701
345,1.929938773938266
360,2.0343246490303715
375,2.870625670070337
390,1.7652877024183284
405,1.7002210525543855
420,1.0771090658929376
435,2.8119195271603235
450,2.336644131485657
465,1.5061953197865408
480,1.9030604022124877
495,2.202316128854487
510,1.3570605457315805
525,1.8279919534992621
540,1.174008875534084
555,2.0250879519056317
570,0.7262777060752451
585,2.1385290207378835
