timestamp,container,cpu_usage,pid
2024-10-04 21:46:16,account-service,0.04211520766666667,3509623
2024-10-04 21:46:31,account-service,0.050515772333333334,3509623
2024-10-04 21:46:46,account-service,0.03354738733333333,3509623
2024-10-04 21:47:01,account-service,0.092605457,3509623
2024-10-04 21:47:16,account-service,0.05053914833333333,3509623
2024-10-04 21:47:31,account-service,0.050454307000000004,3509623
2024-10-04 21:47:46,account-service,1.081169964,3509623
2024-10-04 21:48:01,account-service,6.244504533333333,3509623
2024-10-04 21:48:16,account-service,4.3881989,3509623
2024-10-04 21:48:31,account-service,7.2052382,3509623
2024-10-04 21:48:46,account-service,2.519912533333333,3509623
2024-10-04 21:49:01,account-service,0.059334670666666665,3509623
2024-10-04 21:49:16,account-service,0.19800885666666665,3509623
2024-10-04 21:49:31,account-service,0.042875116666666664,3509623
2024-10-04 21:49:46,account-service,0.41933503666666666,3509623
2024-10-04 21:50:01,account-service,1.4138399666666666,3509623
2024-10-04 21:50:16,account-service,1.701726,3509623
2024-10-04 21:50:31,account-service,8.827570833333334,3509623
2024-10-04 21:50:46,account-service,7.2909923333333335,3509623
2024-10-04 21:51:01,account-service,3.523378133333333,3509623
2024-10-04 21:51:16,account-service,1.5687696466666667,3509623
2024-10-04 21:51:31,account-service,2.055086466666667,3509623
2024-10-04 21:51:46,account-service,0.41176171333333333,3509623
2024-10-04 21:52:01,account-service,0.042967224666666665,3509623
2024-10-04 21:52:16,account-service,0.034186010333333336,3509623
2024-10-04 21:52:31,account-service,0.017213185666666665,3509623
2024-10-04 21:52:46,account-service,0.025645807333333333,3509623
2024-10-04 21:53:01,account-service,0.026003333333333333,3509623
2024-10-04 21:53:16,account-service,0.23072498666666666,3509623
2024-10-04 21:53:31,account-service,0.051026523666666664,3509623
2024-10-04 21:53:46,account-service,0.09345872899999999,3509623
2024-10-04 21:54:01,account-service,0.04229689266666667,3509623
2024-10-04 21:54:16,account-service,0.059264827000000006,3509623
2024-10-04 21:54:31,account-service,0.05083453466666667,3509623
2024-10-04 21:54:46,account-service,0.03383890233333334,3509623
2024-10-04 21:55:01,account-service,0.025344321666666666,3509623
2024-10-04 21:55:16,account-service,0.033845295666666664,3509623
2024-10-04 21:55:31,account-service,0.025239779,3509623
