Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.8478695475196498
45,0.8276974217655403
60,0.6963273735747442
75,0.7786088771686188
90,0.39236463296053525
105,0.4069821809528138
120,0.5241688505959099
135,0.324098924973337
150,0.5611136753293382
165,0.6352326400359807
180,0.7167181935464905
195,0.6954642871235497
210,0.49800937486048
225,0.5922519838042457
240,0.539015984531103
255,0.07527204278728024
270,0.32787221013354567
285,0.5448711078400145
300,0.42248302388562614
315,0.4115043335000268
330,0.8575686925202402
345,0.2783442653621099
360,0.6091353288350383
375,0.4139226585883119
390,0.22486947414585695
405,0.3172900832925415
420,0.40462690593873124
435,0.3971975410447685
450,0.1980417486819565
465,0.5233289685194256
480,0.3250807917978556
495,0.3590622946066672
510,0.2296967056430705
525,0.25079781121343
540,0.0839140287853693
555,0.18807864296018614
570,0.05288100717176105
585,0.5953383521692842
