Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.06771481956936336
45,0.15659375296431352
60,0.4362411372672726
75,0.22505901994345237
90,0.6244382283604683
105,0.39882415498827534
120,0.435560086856527
135,0.8611987712636539
150,0.5954143201817012
165,0.49316250940895195
180,0.39771389835494764
195,0.6034212912014358
210,0.48094825695395504
225,0.4435237465591352
240,0.34747354168459926
255,0.4131396609453123
270,0.6595020645179358
285,0.35717556101890247
300,0.6493368465391952
315,0.6092404152022445
330,0.3445392826524824
345,0.7156572016671324
360,0.18552579059881197
375,0.6607466800034542
390,0.8491398059034123
405,0.27148589170127985
420,0.13025298656168396
435,0.6974640203712025
450,1.0018731695635121
465,0.27353606906775496
480,0.4373895936266004
495,0.4462654209205435
510,0.47377774720237026
525,0.505713295141425
540,0.10697628653559921
555,0.25496091234107576
570,0.4307262209794947
585,0.42467650559137365
